destination_id,destination_name,practical_notes_text,mentions_visa,mentions_visa_on_arrival,mentions_visa_free
Q213,Czech Republic,"The international calling code for the Czech Republic is +420.

Czech phones operate on the GSM standard, which covers practically all of the country. Mobile network operators use the 900 and 1800MHz GSM frequency bands, which might not be compatible with some US phones operating on 1900MHz.

Cellular network coverage of the three major networks (T-Mobile, Vodafone, and O2) is mostly excellent throughout the country. 4G (LTE) is available in the huge majority of the country, including the countryside, with much 5G coverage primarily in urban areas and corridors.

If you find using roaming with your own operator too expensive or you want to have a Czech phone number, you can buy an anonymous prepaid card from any of the three main operators. However, the pricing schemes are usually quite complicated and some investigation may be necessary to find the ideal solution (even with the prepaid cards, operators offer various schemes including various additional 'packages').

There are still some telephone boxes available, but they are gradually vanishing since the advent of mobile phones. Some still accept coins, but most of them require a special prepaid telephone card.

You can call emergency numbers from any phone for free (even without a card). The universal emergency number 112 is functional and you can use it, however you will only reach a telephone operator who will need to contact the real emergency service for you. To save precious time, it is best to directly call the service you need: 150 for firefighters, 155 for medical emergency, and 158 for state police. Interestingly, each of these emergency numbers contains a hidden visual cue to help you remember them: 150 resembles a coiled fire hose, 155 can evoke the image of a wheelchair, and 158 might remind you of handcuffs.

Wi-Fi is available in many restaurants and most cafés, especially in larger cities. In particular, all branches of Starbucks, KFC, Gloria Jeans Coffee and Costa Coffee offer free access. You may need to ask a waiter for the passphrase. There are also some hotspots available on the streets and some city quarters (for example in Prague) offer free wifi coverage for everyone. However such coverage is usually very slow and unreliable and you may need to create an account (using a web browser and the page it is automatically redirected to) to be able to use it. In most larger cities, there are also several internet cafés available.",False,False,False
Q974,Democratic Republic of the Congo,"thumb|300px|The mighty Congo River
The DRC is truly vast. At 2,345,408 square kilometres (905,567 sq mi), it is larger than the combined areas of Spain, France, Germany, Sweden, and Norway—or nearly three and a half times the size of Texas.

The defining feature of the country is the second largest rainforest in the world. Rivers large and small snake throughout the country and with a poor road network remain the main means of transport to this day. The Congo River is the third largest river in the world measured by discharge—it even continues into the Atlantic, forming a submarine canyon roughly 50&nbsp;mi (80&nbsp;km) to the edge of the continental shelf! It also has the distinction of being one of the deepest rivers in the world with depths up to 220&nbsp;m (720&nbsp;ft). Because of the huge volume of water, depth, and rapids, the Congo River is home to a large number of endemic species. The Congo River ""begins"" at Boyoma Falls near Kisangani. Above these falls, the river is known as the Lualaba River, whose longest tributary extends into Zambia. The Obangui River forms the border between the DRC and CAR/Congo-Brazzaville before flowing into the Congo River.

The Albertine Rift—a branch of the East African Rift—runs along the eastern border of the DRC. It is responsible for Lakes Tanganyika, Kivu, Edward, & Albert. The rift is flanked by a number of extinct volcanoes and two volcanoes that are still active today. The Rwenzori Mountains and Virunga Mountains along the border with Rwanda are quite scenic, rising in the midst of lush tropical forests and sometimes eerily shrouded in mist. Several peaks are over 4000m (13,000 feet). Mount Nyiragongo contains one of only four continuous lava lakes in the world.

The only part of the country not covered by lush forests is the south, around the Kasai Province, which contains mostly savannah and grasslands.

For several millennia, the land that now forms the DRC was inhabited by hundreds of small hunter/gatherer tribes. The landscape of dense, tropical forests and the rainy climate kept the population of the region low and prevented the establishment of advanced societies, and as a result few remnants of these societies remain today. The first and only significant political power was the Kongo Kingdom, founded around the 13th-14th centuries. The Kongo Kingdom, which spread across what is now northern Angola, Cabinda, Congo-Brazzaville, and Bas-Congo, became quite wealthy and powerful by trading with other African peoples in ivory, copperware, cloth, pottery, and slaves (long before Europeans arrived). The Portuguese made contact with the Kongos in 1483 and were soon able to convert the king to Christianity, with most of the population following. The Kongo Kingdom was a major source of slaves, who were sold in accordance to Kongo law and were mostly war captives. After reaching its height in the late 15th-early 16th century, the Kongo Kingdom saw violent competition for succession to th",False,False,False
Q35,Denmark,"While Internet cafés are present in most larger cities, they are usually not geared for tourists and hence they can be a bit tricky to find. Hotels usually provide both wireless internet and computers with internet access, but whether this service is provided for free, varies greatly. Many cafés and bars also provide free wireless internet for paying customers, even when it is not signposted, so it is always a good idea to ask. A lot of the McDonald's restaurants in Denmark have a couple of internet terminals available for their customers. The easiest way to get online is often the public library, as there is one in almost every town. Public libraries are usually centrally located, well signposted (look for Bibliotek) and always free. There can be a bit of waiting time to get a free computer though, but there will normally also be some sort of reservation system in place.

If staying for more than a few weeks, it might be worthwhile to get a mobile broadband connection. Most of the country has excellent coverage and speeds rivalling those of a fixed connection in the major cities and plenty for surfing the web, even in many of the more remote areas. Unfortunately the Danish ISPs generally do not have up-to-date English versions of their websites, so getting information about coverage and store location can be tricky. To buy a subscription package it is usually needed to have a residence permit, a Danish citizen ID number (CPR-nummer or person-nummer) and a local address. This means, that in practice, subscription packages are only relevant to travellers staying for more than half a year in Denmark.

It is instead possible to buy a prepaid package, which is limited to a couple of operators now (Dec 2023):

* Lebara uses the shared Telenor/Norlys network and offers a SIM for 49&nbsp;kr, on which the following packages can be added, all for 30 days:
:* 5/40/70/100/160/200 GB data for 19/49/59/99/119/159 &nbsp;kr, with 3/10/10/10/20/20 GB EU roaming if purchased as a ""subscription"" (automatic renewal can be stopped after paying for the first month)

* Lycamobile uses the same shared Telenor/Norlys network and offers their SIM for 29&nbsp;kr, on which the following packages can be added, also for 30 days: 
:* 15/100/140 GB data for 49/99/159 kr, includes 9/17/27 GB EU roaming

All of the major network operators in Denmark have stopped selling prepaid service themselves, instead leaving the prepaid market to the two MVNOs listed above. These packages are available at many supermarkets and at any post office.

When travelling in Denmark and Sweden, it may instead be beneficial to get a prepaid package from Sweden. For example, while Telenor has stopped offering prepaid service in Denmark, it continues to sell prepaid service in Sweden that works in both countries (and the rest of the EU) with no added roaming charges in convenience stores and supermarkets in Sweden (as well as through third party sellers on eBay), and can be activated by yo",False,False,False
Q977,Djibouti,"Djibouti is in the Horn of Africa, on the Gulf of Aden and the Bab-el-Mandeb, at the southern entrance to the Red Sea. It lies between latitudes 11° and 14°N and longitudes 41° and 44°E, at the northernmost point of the Great Rift Valley. It is in Djibouti that the rift between the African Plate and the Somali Plate meets the Arabian Plate, forming a geologic tripoint. The tectonic interaction at this tripoint has created the lowest elevation of any place in Africa at Lake Assal, and the second-lowest depression on dry land anywhere on earth (surpassed only by the depression along the border of Jordan and Israel).

The country's coastline stretches , with terrain consisting mainly of plateau, plains and highlands. Djibouti has a total area of . Its borders extend , of which are shared with Eritrea, with Ethiopia, and with Somaliland. Djibouti is the southernmost country on the Arabian Plate.

Djibouti has eight mountain ranges with peaks of over .Highest Mountains in Djibouti . geonames.org The Mousa Ali range is considered the country's highest mountain range, with the tallest peak on the border with Ethiopia and Eritrea. It has an elevation of . The Grand Bara desert covers parts of southern Djibouti in the Arta, Ali Sabieh and Dikhil regions. The majority of it sits at a relatively low elevation, below .

Extreme geographic points include: to the north, Ras Doumera and the point at which the border with Eritrea enters the Red Sea in the Obock Region; to the east, a section of the Red Sea coast north of Ras Bir; to the south, a location on the border with Ethiopia west of the town of As Ela; and to the west, a location on the frontier with Ethiopia immediately east of the Ethiopian town of Afambo.

Most of Djibouti is part of the Ethiopian xeric grasslands and shrublands. The exception is an eastern strip along the Red Sea coast, which is part of the Eritrean coastal desert.

upright=1.35|thumb|Djibouti map of [[Köppen climate classification

]]

Djibouti's climate is significantly warmer and has significantly less seasonal variation than the world average. The mean daily maximum temperatures range from , except at high elevations. In Djibouti City, for instance, average afternoon highs range from in April. But at Airolaf, which ranges from , maximum temperature is in summer and minimum in winter. In the uplands ranges from , are comparable and cooler to those on the coast in the hottest months of June until August. December and January is the coolest month with averages low temperatures falling as low as . Djibouti has either a hot semi-arid climate (BSh) or a hot desert climate (BWh), although temperatures are much moderated at the highest elevations.

Djibouti's climate ranges from arid in the northeastern coastal regions to semi-arid in the central, northern, western and southern parts of the country. On the eastern seaboard, annual rainfall is less than ; in the central highlands, precipitation is about . The hinterland is",False,False,False
Q786,Dominican Republic,"thumb|upright=1.35|Topographical map of Dominican Republic
The Dominican Republic comprises the eastern five-eighths of Hispaniola, the second-largest island in the Greater Antilles, with the Atlantic Ocean to the north and the Caribbean Sea to the south. It shares the island roughly at a 2:1 ratio with Haiti, the north-to-south (though somewhat irregular) border between the two countries being . To the north and north-west lie The Bahamas and the Turks and Caicos Islands, and to the east, across the Mona Passage, the US Commonwealth of Puerto Rico. The country's area is reported variously as (by the embassy in the United States) and , making it the second largest country in the Antilles, after Cuba. The Dominican Republic's capital and largest city Santo Domingo is on the southern coast. A major fault system, the Septentrional fault system, representing the intersection of the North American plate and the Caribbean plate runs through the Dominican Republic.

thumb|[[Monte Cristi, Dominican Republic|Monte Cristi coastline]]|first4=Luis R. 
The Dominican Republic has four important mountain ranges. The most northerly is the Cordillera Septentrional (""Northern Mountain Range""), which extends from the northwestern coastal town of Monte Cristi, near the Haitian border, to the Samaná Peninsula in the east, running parallel to the Atlantic coast. The highest range in the Dominican Republic&nbsp;– indeed, in the whole of the West Indies&nbsp;– is the Cordillera Central (""Central Mountain Range""). In the Cordillera Central are the four highest peaks in the Caribbean: Pico Duarte ( above sea level), La Pelona (), La Rucilla (), and Pico Yaque (). In the southwest corner of the country, south of the Cordillera Central, there are two other ranges: the more northerly of the two is the Sierra de Neiba, while in the south the Sierra de Bahoruco is a continuation of the Massif de la Selle in Haiti. There are other, minor mountain ranges, such as the Cordillera Oriental (""Eastern Mountain Range""), Sierra Martín García, Sierra de Yamasá, and Sierra de Samaná.

Between the Central and Northern mountain ranges lies the rich and fertile Cibao valley. This major valley is home to the cities of Santiago de los Caballeros and La Vega and most of the farming areas of the nation. Rather less productive are the semi-arid San Juan Valley, south of the Central Cordillera, and the Neiba Valley, tucked between the Sierra de Neiba and the Sierra de Bahoruco. Much of the land around the Enriquillo Basin is below sea level, with a hot, arid, desert-like environment. There are other smaller valleys in the mountains, such as the Constanza, Jarabacoa, Villa Altagracia, and Bonao valleys.
The Llano Costero del Caribe (""Caribbean Coastal Plain"") is the largest of the plains in the Dominican Republic. Stretching north and east of Santo Domingo, it contains many sugar plantations in the savannahs that are common there. West of Santo Domingo its width is reduced to as it",False,False,False
Q736,Ecuador,"thumb|Ecuadorian topography
thumb|Historically famous [[Cotopaxi volcano]]
thumb|Napo Wildlife Center in the [[Yasuní National Park]]

According to the CIA World Factbook, Ecuador has a total area of , including the Galápagos Islands. Of this, is land and water. The total area, according to the Ecuadorian government's foreign ministry, is . The Galápagos Islands are sometimes considered part of Oceania, which would thus make Ecuador a transcontinental country under certain definitions. Ecuador is bigger than the South America countries Uruguay, Suriname, Guyana and French Guiana.

Ecuador lies between latitudes 2°N and 5°S,
bounded on the west by the Pacific Ocean, and has of coastline. It has of land boundaries, with Colombia in the north (with a border) and Peru in the east and south (with a border). It is the westernmost country that lies on the equator.

The country has four main geographic regions:

* La Costa, or ""the coast"": The coastal region consists of the provinces to the west of the Andean range&nbsp;– Esmeraldas, Guayas, Los Ríos, Manabí, El Oro, Santo Domingo de los Tsachilas and Santa Elena. It is the country's most fertile and productive land, and is the seat of the large banana exportation plantations of the companies Dole and Chiquita. This region is also where most of Ecuador's rice crop is grown. The truly coastal provinces have active fisheries. The largest coastal city is Guayaquil.
* La Sierra, or ""the highlands"": The sierra consists of the Andean and Interandean highland provinces&nbsp;– Azuay, Cañar, Carchi, Chimborazo, Imbabura, Loja, Pichincha, Bolívar, Cotopaxi and Tungurahua. This land contains most of Ecuador's volcanoes and all of its snow-capped peaks. Agriculture is focused on the traditional crops of potato, maize, and quinua and the population is predominantly Amerindian Kichua. The largest Sierran city is Quito.
* La Amazonía, also known as la selva, or ""the jungle"": The oriente consists of the Amazon jungle provinces&nbsp;– Morona Santiago, Napo, Orellana, Pastaza, Sucumbíos, and Zamora-Chinchipe. This region is primarily made up of the huge Amazon national parks and Amerindian untouchable zones, which are vast stretches of land set aside for the Amazon Amerindian tribes to continue living traditionally. It is also the area with the largest reserves of petroleum in Ecuador, and parts of the upper Amazon here have been extensively exploited by petroleum companies. The population is primarily mixed Amerindian Shuar, Waorani and Kichua, although there are numerous tribes in the deep jungle which are little-contacted. The largest city in the Oriente Lago Agrio in Sucumbíos.
* La Región Insular is the region comprising the Galápagos Islands, some west of the mainland in the Pacific Ocean.

Ecuador's capital and second largest city is Quito,Carvajal, Ana María (10 de enero de 2019). «Quito se convirtió en la ciudad más poblada del Ecuador con más de 3 millones de habitantes en el 2018». El Comercio. C",False,False,False
Q79,Egypt,"thumb|Egypt's topography
Egypt lies primarily between latitudes 22° and 32°N, and longitudes 25° and 35°E. At , it is the world's 29th largest country. Due to the extreme aridity of Egypt's climate, population centres are concentrated along the narrow Nile Valley and Delta, meaning that about 99% of the population uses about 5.5% of the total land area. 98% of Egyptians live on 3% of the territory.
thumb|The [[Qattara Depression in Egypt's north west]]
Egypt is bordered by Libya to the west, the Sudan to the south, and the Gaza Strip and Israel to the east. A transcontinental nation, it possesses a land bridge (the Isthmus of Suez) between Africa and Asia, traversed by a navigable waterway (the Suez Canal) that connects the Mediterranean Sea with the Indian Ocean by way of the Red Sea.

Apart from the Nile Valley, the majority of Egypt's landscape is desert, with a few oases scattered about. Winds create prolific sand dunes that peak at more than high. Egypt includes parts of the Sahara desert and of the Libyan Desert.

Sinai peninsula hosts the highest mountain in Egypt, Mount Catherine at 2,642 metres. The Red Sea Riviera, on the east of the peninsula, is renowned for its wealth of coral reefs and marine life.

Towns and cities include Alexandria, the second largest city; Aswan; Asyut; Cairo, the modern Egyptian capital and largest city; El Mahalla El Kubra; Giza, the site of the Pyramid of Khufu; Hurghada; Luxor; Kom Ombo; Port Safaga; Port Said; Sharm El Sheikh; Suez, where the south end of the Suez Canal is located; Zagazig; and Minya. Oases include Bahariya, Dakhla, Farafra, Kharga and Siwa. Protectorates include Ras Mohamed National Park, Zaranik Protectorate and Siwa.

On 13 March 2015, plans for a proposed new capital of Egypt were announced.

thumb|Snow in [[Saint Catherine, Egypt|Saint Catherine, Sinai Peninsula]]
Most of Egypt's rain falls in the winter months. South of Cairo, rainfall averages only around per year and at intervals of many years. On a very thin strip of the northern coast the rainfall can be as high as , mostly between October and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim and Sidi Barrani, and rarely in Alexandria. A very small amount of snow fell on Cairo on 13 December 2013, the first time in many decades. Frost is also known in mid-Sinai and mid-Egypt.

Egypt has a very hot, sunny and dry climate. Average temperature highs are very high to extremely high throughout most of the country. The exception to this is the northern part of the country, which, although still hot, has its temperatures moderated by the cool Mediterranean winds consistently blowing in over the sea coast, especially at the height of summer. The Khamaseen is a hot, dry wind that originates from the vast deserts in the south and blows in the spring or in the early summer. It brings scorching sand and dust particles, and usually brings daytime temperatures over and sometime",False,False,False
Q792,El Salvador,"thumb|upright=1.3|El Salvador's topography
El Salvador lies in the isthmus of Central America between latitudes 13° and 15°N, and longitudes 87° and 91°W. It stretches from west-northwest to east-southeast and north to south, with a total area of . As the smallest and most densely populated country in continental America, El Salvador is affectionately called Pulgarcito de America (the ""Tom Thumb of the Americas""). El Salvador shares borders with Guatemala and Honduras, as well as a coastline with the Pacific Ocean. The total national boundary length is : with Guatemala and with Honduras. It is the only Central American country that has no Caribbean coastline. The coastline on the Pacific is long.

El Salvador has over 300 rivers, the most important of which is the Rio Lempa. Originating in Guatemala, the Rio Lempa cuts across the northern range of mountains, flows along much of the central plateau, and cuts through the southern volcanic range to empty into the Pacific. It is El Salvador's only navigable river. It and its tributaries drain about half of the country's area. Other rivers are generally short and drain the Pacific lowlands or flow from the central plateau through gaps in the southern mountain range to the Pacific. These include the Goascorán, Jiboa, Torola, Paz and the Río Grande de San Miguel.
thumb|Ilamatepec (Santa Ana) Volcano
The geography of El Salvador is volcanic. El Salvador is a country located on the Ring of Fire, where the majority of the earth's volcanos and earthquakes occur. The most notable volcano is Volcan Chaparrastique (San Miguel Volcano), which also exhibits the most volcanic activity. The tallest volcano is Ilamatepec (Santa Ana Volcano), reaching above sea level. Along with these, there are 20 other volcanoes, many which are active, or potentially active. El Salvador has the second highest number of volcanoes of any Central American country.

There are several lakes enclosed by volcanic craters in El Salvador, the most important of which are Lake Ilopango () and Lake Coatepeque (). Lake Güija is El Salvador's largest natural lake (). Several artificial lakes were created by the damming of the Lempa, the largest of which is Cerrón Grande Reservoir (). There are a total of water within El Salvador's borders.

The highest point in El Salvador is Cerro El Pital, at , on the border with Honduras. Two parallel mountain ranges cross El Salvador to the west with a central plateau between them and a narrow coastal plain hugging the Pacific. These physical features divide the country into two physiographic regions. The mountain ranges and central plateau, covering 85% of the land, comprise the interior highlands. The remaining coastal plains are referred to as the Pacific lowlands.

upright=1.3|thumb|The [[Köppen climate classification of El Salvador's territory]]

El Salvador has a tropical climate with pronounced wet and dry seasons. Temperatures vary primarily with elevation and show little seasonal cha",False,False,False
Q983,Equatorial Guinea,"Equatorial Guinea is on the west coast of Central Africa. The country consists of a mainland territory, Río Muni, which is bordered by Cameroon to the north and Gabon to the east and south, and five small islands, Bioko, Corisco, Annobón, Elobey Chico (Small Elobey), and Elobey Grande (Great Elobey). Bioko, lies about off the coast of Cameroon. Annobón Island is about west-south-west of Cape Lopez in Gabon. Corisco and the two Elobey islands are in Corisco Bay, on the border of Río Muni and Gabon.

Equatorial Guinea lies between latitudes 4°N and 2°S, and longitudes 5° and 12°E. Despite its name, no part of the country's territory lies on the equator—it is in the northern hemisphere, except for the insular Annobón Province, which is about south of the equator.

thumb|upright=1.5|[[Köppen climate classification of Equatorial Guinea]]

Equatorial Guinea has a tropical climate with distinct wet and dry seasons. From June to August, Río Muni is dry and Bioko wet; from December to February, the reverse occurs. In between it, there is a gradual transition. Rain or mist occurs daily on Annobón, where a cloudless day has never been registered. The temperature at Malabo, Bioko, ranges from to , though on the southern Moka Plateau, normal high temperatures are only . In Río Muni, the average temperature is about . Annual rainfall varies from at Malabo to at Ureka, Bioko, but Río Muni is somewhat drier.

thumb|Share of forest area in total land area, top countries (2021). Equatorial Guinea has the seventh highest percentage of forest cover in the world.
Equatorial Guinea spans several ecoregions. Río Muni region lies within the Atlantic Equatorial coastal forests ecoregion except for patches of Central African mangroves on the coast, especially in the Muni River estuary. The Cross-Sanaga-Bioko coastal forests ecoregion covers most of Bioko and the adjacent portions of Cameroon and Nigeria on the African mainland, and the Mount Cameroon and Bioko montane forests ecoregion covers the highlands of Bioko and nearby Mount Cameroon. The São Tomé, Príncipe, and Annobón moist lowland forests ecoregion covers all of Annobón, as well as São Tomé and Príncipe.

The country had a 2018 Forest Landscape Integrity Index mean score of 7.99/10, ranking it 30th globally out of 172 countries.

File:Annobon Island Equatorial Guinea.jpg|Annobon
File:Islotes Horacio 1.JPG|Islote Horacio
File:Dschungel bei Oyala.JPG|Near Ciudad de la Paz
File:Nationalpark Monte Alén.jpg|Monte Alén National Park
File:The Great Bioko mountain.jpg|Pico Basilé

Equatorial Guinea is home to gorillas, chimpanzees, various monkeys, leopards, buffalo, antelope, elephants, hippopotamuses, crocodiles, and various snakes, including pythons.

File:Dissotis sp Bioko201310.jpg|Dissotis
File:Soja en Mongomo.png|Soybean
File:Rhampholeon spectrum 63850438.jpg|Spectral pygmy chameleon
File:Yellow-billed Turacos in Equatorial Guinea 2006.jpg|Yellow-billed turaco
File:Gorilla 019.jpg|Western gorilla",False,False,False
Q986,Eritrea,"upright=1.3|thumb|Topography of Eritrea
thumb|upright=1.3|Satellite image of Eritrea
Eritrea is located in East Africa. It is bordered to the northeast and east by the Red Sea, Sudan to the west, Ethiopia to the south, and Djibouti to the southeast. Eritrea lies between latitudes 12° and 18°N, and longitudes 36° and 44°E.

The country is virtually bisected by a branch of the East African Rift. Eritrea, at the southern end of the Red Sea, holds the fork in the rift. The Dahlak Archipelago and its fishing grounds are situated off the sandy, arid coastline.

Eritrea is split into three ecoregions. Extending along the coast, a hot, arid plain is narrow in the west and widens towards the east. These coastal lowlands are part of the Djibouti xeric shrublands ecoregion. The cooler, more fertile highlands reach up to and are a northern extension of the Ethiopian Highlands, home to montane grasslands and woodlands.Ib Friis, Sebsebe Demissew, and Paulo van Breugel (2010) Atlas of the Potential Vegetation of Ethiopia. The Royal Danish Academy of Sciences and Letters, Copenhagen, Denmark Habitats here vary, from the sub-tropical rainforest at Filfil Solomona to the precipitous cliffs and canyons of the southern highlands. Filfil receives over 1,100&nbsp;mm of rainfall annually.Billi, P. (2022). Climate Variability in the Horn of Africa Eastern Countries: Eritrea, Djibouti, Somalia. In: Billi, P. (eds) Landscapes and Landforms of the Horn of Africa. World Geomorphological Landscapes. Springer, Cham. https://doi.org/10.1007/978-3-031-05487-7_1 There is a steep escarpment along the eastern side of the highlands, which is the western wall of the East African Rift. The western slope of the highlands is more gradual, descending to interior lowlands. Southwestern Eritrea is drained by the Atbara River, which flows northwestwards to join the Nile. The northwestern slope of the highlands is drained by the Barka River, which flows northwards into Sudan to empty into the Red Sea.Knight, J., Abd Elbasit, M.A.M., Adam, E. (2022). Land Degradation in Eritrea and Djibouti. In: Billi, P. (eds) Landscapes and Landforms of the Horn of Africa. World Geomorphological Landscapes. Springer, Cham. https://doi.org/10.1007/978-3-031-05487-7_9 Western Eritrea is part of the Sahelian Acacia savanna, which extends across Africa south of the Sahara from Eritrea to Senegal.Martin, Emma and Burgess, Neil. Sahelian Acacia Savanna. One Earth. Retrieved 28 May 2024.

The Afar Triangle or Danakil Depression of Eritrea is the probable location of a triple junction where three tectonic plates are pulling away from one another. The highest point of the country, Emba Soira, is located in the center of Eritrea, at above sea level. Eritrea has volcanic activity in the southeastern parts of the country. In 2011, Nabro Volcano erupted.

Eritrea's major urban areas include its capital city Asmara, the port town of Asseb in the southeast, the towns of Massawa to the east, the town of K",False,False,False
Q191,Estonia,"* Access to wireless, free internet is widespread in Tallinn and Tartu.
* On the open road you will often find petrol stations which offer wireless internet access too
* If you do not have a laptop, public libraries offer free computers
* The number of internet cafes is dropping but you will find several open almost all night in Tallinn and Tartu (expect to pay around per hour)
* Most hotels also have a computer with internet access available
* The departure lounge at Tallinn airport has several free internet access points for passengers

* For local calls, dial the 7 or 8 digit number given. There is no ""0"" dialled before local numbers
* For international calls from Estonia, dial ""00"" then the country code and number
* For international calls to Estonia, dial ""00"" from most countries or consult your operator, the country code ""372"" and the 7 or 8 digit number
* For emergencies and police dial ""112""

* ""Everyone"" has a mobile phone in Estonia
* To ring Estonia from abroad, dial +372 before the number
* Mobile access is available everywhere, even on the smaller islands and at sea
* Prepaid (pay-as-you-go) SIM cards and their top up cards can be bought from R-kiosks (ask for a ""kõnekaart"" - calling card in English). Popular brands are Super or Simpel on the Telia network, Zen on the Elisa network, or Smart/Tele2. Start-up packages are in a range of . 1GB is typically , cheaper in prepaid packages, but Tele2 goes even further by offering truly unlimited data for . Note that if you are continuing to another EU/EEA country after Estonia, all Estonian carriers have been exempted from ""roam at home"" and are thus allowed to charge extra for EU roaming. The only SIM with a surcharge-free roaming allowance in all of its data plans is Simpel. Super requires the Super X plan and charges by usage ( per MB per day capped at for 500MB), while Elisa/Zen and Tele2/Smart offer separate EU/EEA roaming add-ons (Elisa and Zen's EU/EEA roaming packages include the UK and Faroe Islands, which none of the other operators do).

* Within Estonia, the postage cost for a letter up to is . You can send a letter in a convenient way electronically in the e-service also, in case you have ID-card or Mobile-ID or contract with a Bank (Swedbank, SEB, Danske or Nordea).
* To other EU countries, Norway, Switzerland, Russia, Belarus and Ukraine the cost is and to the rest of the world .
* Be sure to mark all air mail pieces with ""Prioritaire/Par Avion"" stickers available at the post office, or clearly print it on the mail if needed.
* Stamps are sold at post offices usually open during normal shopping hours, and also at news stands.
* Post offices open on Saturday but for shorter hours than during the week, and are closed on Sundays; locations and opening hours of post offices and parcel machines.

Postimees
Eesti Prevalent
Õhtuleht
Äripäev
Eesti Ekspress
Maaleht

ETV
ETV2
ETV+
Vikerraadio",False,False,False
Q1050,Eswatini,"thumb|upright=1.5|Topographic map of Eswatini

A small landlocked kingdom with an area of , Eswatini is located at roughly 26°30'S, 31°30'E and is bordered in the north, west, and south by South Africa and by Mozambique in the east. Along the eastern border with Mozambique are the Lebombo Mountains, a mountain ridge at an altitude around . The mountains are broken by the canyons of three rivers, the Ngwavuma, the Great Usutu, and the Mbuluzi. The western border, with an average altitude of , lies on the edge of an escarpment.

Eswatini is separated into four geographical regions. These run from north to south and are determined by elevation. Mbabane, the capital, is on the Highveld. The Middleveld, lying around above sea level, is the most densely populated region of Eswatini with a lower rainfall than the mountains. Manzini, the principal commercial and industrial city, is situated in the Middleveld. The Lowveld, around , is less populated than other areas and presents a typical African bush country of thorn trees and grasslands. Eswatini contains three ecosystems: Maputaland coastal forest mosaic, Zambezian and mopane woodlands, and Drakensberg montane grasslands. The country had a 2018 Forest Landscape Integrity Index mean score of 4.21/10, ranking it 142nd globally out of 172 countries.

thumb|Landscape in Eswatini

Eswatini is divided into four climatic regions: the Highveld, Middleveld, Lowveld, and Lubombo plateau. Generally speaking, rain falls mostly during the summer months (December to March), often in the form of thunderstorms. Winter is the dry season. Annual rainfall is highest on the Highveld in the west, between . The further east, the less rain, with the Lowveld recording per annum. Variations in temperature are also related to the altitude of the different regions. The Highveld temperature is temperate and seldom uncomfortably hot, while the Lowveld may record temperatures around in summer.

The average temperatures at Mbabane, according to the season:
{|class=""wikitable""
|-
| Spring || September–October || 
|-
| Summer || November–March || 
|-
| Autumn || April–May || 
|-
| Winter || June–August || 
|} The government of Eswatini has expressed concern that climate change is exacerbating existing social challenges such as poverty, a high HIV prevalence, and food insecurity and will drastically restrict the country's ability to develop, as per Vision 2022. Economically, climate change has already adversely impacted Eswatini. For instance, the 2015–16 drought decreased sugar and soft drink concentrate production export (Eswatini's largest economic export). Many of Eswatini's major exports are raw agricultural products and are therefore vulnerable to a changing climate.

thumb|upright|[[Grewia villosa]]

Eswatini has a spectrum of formal and informal conservation areas that protect the nation's rich biological diversity. These areas comprise about 5% of the country's land area. Eswatini has over 820 species of vertebr",False,False,False
