wikidata_id,destination_name,respect_text,local_laws_text
Q702,Federated States of Micronesia,"thumb|upright=1.1|Cathedral of Ponape Belltower, in Kolonia, on the island of Pohnpei, built in 1909 by German Capuchin missionaries
The people of the Federated States of Micronesia are 97% Christian. More than half of the population follows the Catholic Church (55%) and about 42% follow various Protestant Christian groups. In general this is due to Spanish and German colonial history. Spanish rule meant that a large part of the population remained Catholic. During the German colonial period, until 1914, Catholic and Protestant missionaries from the German Empire were deployed. Several Protestant denominations, as well as the Roman Catholic Church, are present in every Micronesian state.International Religious Freedom Report 2007: Micronesia, Federated States of . United States Bureau of Democracy, Human Rights and Labor (September 14, 2007). This article incorporates text from this source, which is in the public domain. Most Protestant groups trace their roots to American Congregationalist missionaries. On the island of Kosrae, the population is approximately 7,800; 95 percent are Protestants. On Pohnpei, the population of 35,000 is evenly divided between Protestants and Catholics. Most immigrants are Filipino Catholics who have joined local Catholic churches, e.g. Our Lady of Mercy Catholic Church in Pohnpei.

On Chuuk and Yap, an estimated 60 percent are Catholic and 40 percent are Protestant. Religious groups with small followings include Baptists, Assemblies of God, Salvation Army, Seventh-day Adventists, Jehovah's Witnesses, The Church of Jesus Christ of Latter-day Saints (Mormons), and the Baháʼí Faith. There is a small group of Buddhists on Pohnpei, and a small group of Ahmadiyya Muslims in both Pohnpei and Kosrae. Attendance at religious services is generally high; churches are well supported by their congregations and play a significant role in civil society.

In the 1890s, on the island of Pohnpei, intermissionary conflicts and the conversion of clan leaders resulted in religious divisions along clan lines which persist today. More Protestants live on the western side of the island, while more Catholics live on the eastern side. Missionaries of many religious traditions are present and operate freely. The Constitution provides for freedom of religion, and the Government generally respects this right in practice. The US government received no reports of societal abuses or discrimination based on religious belief or practice in 2007.",
Q712,Fiji,"According to the 2017 census, 69.2% of the population was Christian, while 24.0% was Hindu, 5.8% Muslim, and 1.04% belonged to other religions including Sikhism. As of 2007, among Christians, 54% were counted as Methodist, followed by 14.2% Catholic, 8.9% Assemblies of God, 6.0% Seventh-day Adventist, 1.2% Anglican with the remaining 16.1% belonging to other denominations. – Percentages are derived from total population figures provided in the source

The largest Christian denomination is the Methodist Church of Fiji and Rotuma. With 34.6% of the population (including almost two-thirds of ethnic Fijians), the proportion of the population adhering to Methodism is higher in Fiji than in any other nation. Fijian Catholics are administered by the Archdiocese of Suva. The archdiocese is the metropolitan see of an ecclesiastical province which includes the Dioceses of Rarotonga (on the Cook Islands, for those and Niue, both New Zealand-associated countries) and Tarawa and Nauru (with see at Tarawa on Kiribati, also for Nauru) and the Mission sui iuris of Tokelau (New Zealand).

The Assemblies of God and the Seventh-day Adventist denominations are significantly represented. Fiji is the base for the Anglican Diocese of Polynesia (part of the Anglican Church in Aotearoa, New Zealand and Polynesia).These and other denominations have small numbers of Indo-Fijian members; Christians of all kinds comprised 6.1% of the Indo-Fijian population in the 1996 census. Hindus in Fiji mostly belong to the Sanatan sect (74.3% of all Hindus) or else are unspecified (22%). Muslims in Fiji are mostly Sunni (96.4%).",
Q33,Finland,"==Respect==
Finns generally have a relaxed attitude towards manners and dressing up, and a visitor is unlikely to offend them by accident. Common sense is quite enough in most situations, but there are a couple of things that one should keep in mind:

Finns are a famously taciturn people who have little time for small talk or social niceties, so don't expect to hear phrases like ""thank you"" or ""you're welcome"" too often. They usually go straight to business. The Finnish language lacks a specific word for ""please"" so Finns sometimes forget to use it when speaking English, with no intention to be rude. Also lacking in Finnish is the distinction between ""he"" and ""she"", which may lead to confusing errors. Loud speaking and loud laughing is not normal in Finland and may irritate some Finns. Occasional silence is considered a part of the conversation, not a sign of hostility or irritation. Indeed, you may need to keep quiet for a while now and then for your Finnish acquaintances to talk.

Notice that although the phrase mitä kuuluu translates to ""how are you"", it has a literal meaning in Finnish, i.e. a longer discussion is expected; it is not a part of the greeting as in English, and asking about health or relatives is not expected from strangers.

That said, Finns are generally helpful and polite, and glad to help confused tourists if asked. The lack of niceties has more to do with the fact that in Finnish culture, honesty is highly regarded; one should open one's mouth only to mean what one is about to say. Do not say ""maybe later"" when there is no later time to be expected. A visitor is unlikely to receive many compliments from Finns, but can be fairly sure that the compliments received are genuine.

Another highly regarded virtue in Finland is punctuality. A visitor should apologise even for being a few minutes late. Being late for longer usually requires a short explanation. Ten minutes is usually considered the threshold between being ""acceptably"" late and very late. Some will leave arranged meeting points after fifteen minutes. With the advent of mobile phones, sending a text message even if you are only a few minutes late is nowadays a norm. Being late for a business meeting, even by one or two minutes, is considered rude. For healthcare, allow time for registering your visit before the appointment.

The standard greeting is a handshake. Hugs are only exchanged between family members and close friends in some situations, kisses, even on the cheek, almost never. Touching while talking is generally restricted to family members. The distance between strangers is ca 1.2 m and between friends ca 70 cm.

If you are invited to a Finnish home, the only bad mistake visitors can make is not to remove their shoes. For much of the year, shoes will carry a lot of snow or mud. Therefore, it is customary to remove them, even during the summer. During the wet season you can ask to put your shoes somewhere to dry during your stay. Very formal occasions at priv",
Q142,France,"thumb|upright|alt=Notre-Dame de Reims façade, gothic stone cathedral against blue sky|[[Reims Cathedral|Notre-Dame de Reims is the Catholic cathedral where the Kings of France were crowned until 1825.]]
France is a secular country in which freedom of religion is a constitutional right. After alternating between royal and secular republican governments during the 19th century, the 1905 law on the Separation of the Churches and the State established the concept of laïcité, a strict separation of church and state under which the government and public life are kept completely secular, detached from any religion. Alsace and Moselle, which were part of the German Empire when state secularism was established in France, is an exception since the local law stipulates official status and state funding for Lutheranism, Catholicism, and Judaism.

Catholicism has been the main religion in France for more than a millennium, and it was once the state religion. Its role nowadays has been greatly reduced; nevertheless in 2012, among the 47,000 religious buildings in France, 94% were Catholic churches. The government is prohibited from recognising specific rights to any religious community (with the exception of legacy statutes like those of military chaplains and the aforementioned local law in Alsace-Moselle). It recognises religious organisations according to formal legal criteria that do not address religious doctrine, and religious organisations are expected to refrain from intervening in policymaking.Joy of Sects, Sam Jordison, 2006, p. 166 Some religious groups, such as scientology, the Children of God, the Unification Church, and the Order of the Solar Temple, are considered cults (sectes in French) and are not granted the same status as recognised religions.",
Q1794,Frankfurt,"Frankfurt is historically a Protestant-dominated city. However, during the 19th century, an increasing number of Catholics moved to Frankfurt. , the largest Christian denominations were Catholicism (22.7% of the population) and Protestantism, especially Lutheranism (19.4%).

The Jewish community has a history dating back to medieval times and has always ranked among the largest in Germany. Over 7,200 inhabitants are affiliated with the Jewish community, making it the third largest in Germany after Berlin and Munich. Frankfurt has four active synagogues.

Frankfurt has a Muslim community estimated at 12% in 2006. 
According to calculations based on census data for 21 countries of origin, the number of Muslim migrants in Frankfurt amounted to about 84,000 in 2011, making up 12.6% of the population. The most prevalent countries of origin were Turkey and Morocco. The Ahmadiyya Noor Mosque, constructed in 1959, is the city's largest mosque and the third largest in Germany. In 2020, the number of Muslims in Frankfurt's total population was estimated at 18%.",
Q2833,Freiburg im Breisgau,"==Religion==

Christianity

Freiburg belonged to Austria until 1805 and remained Catholic, although surrounding villages like Haslach, Opfingen, Tiengen, and the surrounding land ruled by the Margrave of Baden became Protestant as a result of the Reformation. The city was part of the Diocese of Konstanz until 1821. That same year, Freiburg became an episcopal see of the Roman Catholic Archdiocese of Freiburg. Due to a dispute between the government of Baden and the Holy See, the archbishop officially took office in 1827.
thumb|250px|right|The Freiburger Minster: one of Freiburg's most famous landmarks

The borders of the archdiocese correspond with the borders of the former province of Baden and the former Margraviate of Hohenzollern. The cathedral, in which the bishop resides, is Freiburg Minster. Also, part of the ecclesiastical province of Freiburg are the suffragan dioceses of Mainz and Rottenburg-Stuttgart.

Until 1929, the dioceses of Limburg and Fulda also belonged to this ecclesiastical province. The Archbishop of Freiburg holds the title of metropolitan and the German headquarters of the link to Caritas Germany is in Freiburg.

Saint George (the flag of Freiburg has the cross of George), Lambert of Maastricht and the catacomb saint, Alexander, are the patron saints of Freiburg. Many works of art depicting these saints are in the Freiburg Minster, on the Minster square, just as in the museums and archives of the city, including some by Hans Baldung Grien, Hans Holbein the Younger and Gregorius Sickinger.

In 1805, with the attack of Breisgau on the Grand Duchy of Baden by a Catholic ruler, many Protestants moved into the city. Since 2007, any Protestants who are not part of a 'free church' belong to the newly founded deanery of Freiburg as part of the parish of Südbaden which in itself is a part of the Landeskirche Baden.

The seat of the Evangelical Lutheran Church in Baden, a free Lutheran church, is situated in Freiburg. There are multiple other free Protestant churches: e.g., the Calvary Chapel or Chrischona International. An old congregation has existed in Freiburg since the late 1900s, which utilises the old monastery church of the Ursulines in the black monastery at the border of the old city center. The Catholic Church of St. Maria Schutz has been made available for Masses by Greek, Serbian, Russian and Rumanian Orthodox congregations.

Judaism

Jews are said to have lived in the city before 1230, but it was only after 1230 that they supposedly founded an official community in the Webergasse (a small street within the town center). The counts of Freiburg bought the lucrative Schutzjude, which means that all personal information on Jews living in Freiburg was directly sent to Konrad II and his co-reigning son Friedrich. The two issued a comprising letter promising safety and liberty to all local Jews on 12 October 1338. It lost all value shortly after, however, on 1 January 1349. Although the plague had not yet broken out in the ci",
Q1000,Gabon,"Religions practised in Gabon include Christianity (Roman Catholicism and Protestantism), Islam, and traditional indigenous religious beliefs. Some people practise elements of both Christianity and indigenous religious beliefs. Approximately 85% of the population practise one of the denominations of Christianity; 10% practise Islam (mainly Sunni); the remainder practise other religions.",
Q3919,Gaborone,"==Culture==
The National Museum and Art Gallery is located just northwest of the Mall along Independence Road. The museum opened in 1968. It holds many things from traditional crafts to works of art by local artists. The museum houses original paintings by Thomas Baines and Lucas Sithole. Exhibits include Artists in Botswana, Children's Art Competition and Thapong International. Outside the museum, there are various forms of transportation such as wagons, sledges, and bakkies (pickup trucks). There is also an exhibit on the San, the earliest inhabitants of southern Africa. The museum opened a botanical garden called the National Botanical Garden on 2 November 2007. The garden was built to protect Botswana's indigenous plant life, and 90% of its total plant species are native plants from Botswana.

The Maitisong Festival was started in 1987 and is held every year for seven days on either the last week of March or the first week of April. The festival holds outdoor concerts, plays, and films in various venues around the city.

""My African Dream"" was a performing-arts competition during the 2000s that was held every year at the Gaborone International Convention Center. The show featured many kwaito dancers and musicians.

The book series The No. 1 Ladies' Detective Agency, written by Scottish author Alexander McCall Smith, is set in Gaborone. The books follow Precious Ramotswe, the first female private detective in Botswana, and the mysteries that she solves. The Detective Kubu series, by Michael Stanley (South African co-writers Michael Sears and Stanley Trollip), features Assistant Superintendent David 'Kubu' Bengu of the Botswana Police Service Criminal Investigation Department.",
Q47492,Gaza City,"The population of Gaza is overwhelmingly composed of Muslims, who mostly follow Sunni Islam. During the Fatimid period, Shia Islam was dominant in Gaza, but after Saladin conquered the city in 1187, he promoted a strictly Sunni religious and educational policy, which at the time was instrumental in uniting his Arab and Turkish soldiers.

Gaza is home to a small Palestinian Christian minority of about 3,500 people. The majority live in the Zaytun Quarter of the Old City and belong to the Greek Orthodox, Roman Catholic, and Baptist denominations. In 1906, there were about 750 Christians, of which 700 were Orthodox and 50 were Roman Catholic.

Gaza's Jewish community was roughly 3,000 years old, and in 1481 there were sixty Jewish households.Gaza, Jewish Encyclopedia At the time of the 1929 Palestine riots, there were fifty families living in Gaza, most of whom fled after the riots. In Sami Hadawi's land and population survey, Gaza had a population of 34,250, including 80 Jews in 1945. Most of them left the city after the 1948 War, due to mutual distrust between them and the Arab majority. Today, there are no Jews living in Gaza.",
Q71,Geneva,"In 2023, the religious composition of Geneva’s permanent resident population aged 15 years and older reflected significant secularism and religious diversity. According to the Federal Statistical Office (OFS), the largest share of the population, 51.1%, identified as either having no religious affiliation (48.8%) or as having an unknown affiliation (2.36%). Christianity, as a whole, accounted for 38.5% of the population, with 26.3% identifying as Catholic, 5.90% as Protestant, and 6.29% belonging to other Christian communities. Among other religious groups, 7.32% of the population identified as Muslim, 1.29% as Jewish, and 1.72% adhered to other religions. 

The recorded 66,491 residents (37.4% of the population) as Catholic, while 41,289 people (23.20%) belonged to no church or were agnostic or atheist, 24,105 (13.5%) belonged to the Swiss Reformed Church, and 8,698 (4.89%) were Muslim. There were also 3,959 members of an Orthodox church (2.22%), 220 individuals (or about 0.12% of the population) who belonged to the Christian Catholic Church of Switzerland, 2,422 (1.36%) who belonged to another Christian church, and 2,601 people (1.46%) who were Jewish. There were 707 individuals who were Buddhist, 474 who were Hindu and 423 who belonged to another church. 26,575 respondents (14.93%) did not answer the question.

According to 2012 statistics by Swiss Bundesamt für Statistik 49.2% of the population were Christian, (34.2% Catholic, 8.8% Swiss Reformed (organized in the Protestant Church of Geneva) and 6.2% other Christians, mostly other Protestants), 38% of Genevans were non-religious, 6.1% were Muslim and 1.6% were Jews.

Geneva has historically been considered a Protestant city and was known as the Protestant Rome due to it being the base of John Calvin, William Farel, Theodore Beza and other Protestant reformers. Over the past century, substantial immigration from France and other predominantly Catholic countries, as well as general secularization, has changed its religious landscape. As a result, three times as many Roman Catholics as Protestants lived in the city in 2000, while a large number of residents were members of neither group. Geneva forms part of the Roman Catholic Diocese of Lausanne, Geneva and Fribourg.

The World Council of Churches and the Lutheran World Federation both have their headquarters at the Ecumenical Centre in Grand-Saconnex, Geneva. The World Communion of Reformed Churches, a worldwide organization of Presbyterian, Continental Reformed, Congregational and other Calvinist churches gathering more than 80&nbsp;million people around the world was based here from 1948 until 2013. The executive committee of the World Communion of Reformed Churches voted in 2012 to move its offices to Hanover, Germany, citing the high costs of running the ecumenical organization in Geneva, Switzerland. The move was completed in 2013. Likewise, the Conference of European Churches have moved their headquarters from Geneva to Brussels.

thumb",
Q230,Georgia,"==Respect==
Georgians in general are friendly, welcoming people, and they are hospitable to a fault. If a Georgian invites you somewhere, they will often pick up the tab. Even raising the subject of who will pay the bill can be considered embarrassing for your host. As the country is an emerging capitalist country, don't take advantage of people's hospitality. Georgian manners and etiquette is broadly similar to those of other Europeans, but very much at the traditional end of the spectrum.

Georgians in general are direct communicators. They are unafraid of expressing their emotions and thoughts on something, no matter how bad or good something might be. They also use aggressive body language and raise their voices in conversations; to most visitors, this implies that Georgians may be an argumentative bunch, but Georgians tend to use emotions to convey interest in a conversation. What may seem like a shouting match in public may actually be a simple, friendly discussion!

Direct personal questions are commonly asked. To Georgians, it's not considered impolite, but rather it is a way to get to know someone fully.

As in many places around the former Soviet Union, women are treated with chivalry. Women should not be surprised or alarmed if their male Georgian friends take the initiative to pay the bills at a restaurant, open every door in front of them, and/or help them carry items or objects. Men should understand that these nuances will be expected by Georgian women, even if they're not in a romantic relationship with them.

Georgia is still a conservative Christian society, and it is mandatory for women to veil before entering a church.

Georgia is home to a few separatist/nationalist movements, namely in Abkhazia and South Ossetia. There is virtually no ""safe middle ground"" position in these topics, so just don't bring them up. If you do, be aware that Georgians find the term ""South Ossetia"" offensive and prefer to refer to the region as ""Samachablo"".

Be very cautious when talking about Russia. Georgia and Russia have had a hostile, strained and violent history, and discussing Georgian-Russian relations can very quickly make Georgians emotional. Although most Georgians only dislike the Russian government, some Georgians take it a notch further by expressing hatred towards Russian people.

Respect Georgia's development. Historically, many Western Europeans visited Georgia because they were attracted to the country's ruins and derelict classical buildings. But as Georgia recovers from years of instability, these signs of neglect are inevitably fixed-up, painted and repaired. This causes some ruin enthusiasts to sneer at revitalized historical districts as no longer ""authentic"". Such comments can be rather offensive because they imply that locals are not the ""real"" themselves unless they are dirty, poor and living in buildings with collapsing ceilings. In the 19th and early 20th centuries, many of Georgia's now-derelict buildings were glitzy ari",
Q183,Germany,"thumb|[[Cologne Cathedral, a UNESCO World Heritage Site]]
According to the 2022 census, Christianity is the largest religion in Germany at 49.7% of the population; 23.1% identified as Protestant and 25.1% as Catholic.

A study in 2023 estimated that 46.2% of the population are not members of any religious organisation or denomination and that a majority of the population no longer belongs to a Christian denomination (48.5% Christians). Irreligion in Germany is strongest in major metropolitan areas and throughout the former East Germany, which used to be predominantly Protestant before the imposition of state atheism under communism.

Islam is the second-largest religion in the country. In the 2011 census, 1.9% of respondents (1.52&nbsp;million people) gave their religion as Islam, but this figure is deemed unreliable because a disproportionate number of adherents of this faith (and other religions, such as Judaism) are likely to have made use of their right not to answer the question. In 2019, there were an estimated 5.3–5.6 million Muslims with a migrant background (6.4–6.7% of the population), in addition to an unknown number of Muslims without a migrant background. Most of the Muslims are Sunnis and Alevis from Turkey, but there are a small number of Shi'ites, Ahmadiyyas and other denominations. Other religions each comprise less than one percent of Germany's population.

In 2011, formal members of the Jewish community represented no more than 0.2% of the total German population, and 60% of them resided in Berlin. An estimated 80 to 90 percent of these Jews in Germany are Russian-speaking immigrants from the former Soviet Union who came to Germany from the 1980s onwards.",
Q117,Ghana,"Christianity is the largest religion in Ghana, with 71.3% of the population being members of various Christian denominations as of the 2021 census. Islam is practiced by 16.8% of the total population. According to a 2012 report by Pew Research, 60.71% of Muslims are followers of Sunni Islam, while around 9.52% identify with Shia Islam, while the remainder 29.76% are non-denominational Muslims.Owusu-Ansah (1994), ""Religion and Society"". There is ""no significant link between ethnicity and religion in Ghana"". Approximately 16% belong to the Ahmadiyya religion. Rest 8.7% are others.

Ghana has around 150,000 Jehovah's Witnesses.

The Grand Orange Lodge of Ghana is a Protestant fraternal organization within the Orange Order. The most famous governed by the Grand Lodge is The Loyal Leopold Lodge No. 907. It was founded in 1894 by a British colonial official, Dr. A. D. MacDonald. The lodge initially served as a social club for European administrators, military officers, and merchants. Over time, it began to admit local African members, which was a significant departure from the lodges in Ireland and Britain that were overwhelmingly white and Protestant. Today, its members continue to participate in events and parades, including The Twelfth. They also are involved in community and charitable work.",
Q1410,Gibraltar,"== Respect ==
People from Gibraltar refer to themselves as Gibraltarian or 'Llanito' pronounced Ya-ni-to. Even though the vast majority of Gibraltarians speak Spanish (with a local dialect), they are easily offended if referred to as Spanish because they regard themselves as Gibraltarians and are very proud of their identity. Gibraltarians have voted overwhelmingly to remain British in several referenda.

Some Gibraltarians also feel sensitive to the use of the term 'colony' due to its connotations of being a deposited population or ruled by a foreign country and lacking in self-government, none of which apply to Gibraltar either now or historically. Additionally, the term 'colony' wasn't used in reference to Gibraltar until the 1830s, at which time there were other places that were colonies and Gibraltar was grouped with them under the term colonies, despite the circumstances being different.

Although the popular view is that the Spanish Government is the cause of many problems concerning Gibraltar, there is no animosity directed by Gibraltarians towards Spanish individuals in general; the thousands of Spanish tourists and workers experience no problems. The 2006 Cordoba Agreement opened up the relationship Gibraltar has with Spain.",
Q3033,Göttingen,"==Religion==

thumb|240px|St. Michael Church
After the Middle Ages, the area of Göttingen was part of the archbishopric of Mainz, and most of the population were Roman Catholic. Starting in 1528, the teachings of church reformer Martin Luther became more and more popular in the city. In 1529 the first Protestant sermon was preached in the Paulinerkirche, a former Dominican monastery church. For many centuries, nearly all of the population of the city were Lutherans. As of today, the area of Göttingen is part of the Lutheran Church of Hanover. Apart from this state church, there are several other Protestant churches in Göttingen, known as Freikirchen. In 1746, Catholic services in Göttingen were resumed, at first only for the students of the new university, but a year later for all citizens who wished to attend. However, it was not until 1787 that the first Catholic church since the Reformation, St. Michael's, was built. In 1929 a second Catholic church, St. Paul's, was erected. Today, the major religions are Lutheran and Catholicism. In addition, there has been a Baptist congregation since 1894, a Mennonite congregation since 1946, as well as a congregation of the Church of Jesus Christ of Latter-day Saints.

There is a documented Jewish community dating back to the 16th century. During the Third Reich, the synagogue was destroyed in the Reichspogromnacht on 9 November 1938, as were many others throughout Germany. The Jewish community was persecuted, and many of its members were murdered in Nazi concentration camps. In recent years, the Jewish community has again been flourishing, with the immigration of Jewish people from the states of the former Soviet Union. In 2004, the first Shabbat could be celebrated in the new Jewish community centre.
Finally, there are many Islamic congregations. Islam gained a foothold in Göttingen, as it did in other German cities, with the immigration of the Turkish Gastarbeiter during the Wirtschaftswunder in the 1960s and 1970s. They constitute the majority of Muslims in Göttingen. Other Muslims are of Arab origin or come from West Asia. There are two mosques in the city.

There is a secular trend in Germany, especially in Eastern Germany, but also in the West, where a growing number of people are not baptised or leave the church. This trend is especially noticeable since the 1990s, percentagewise between 1990 and 2014 the Protestants in Göttingen dropped from 56.2 to 40.6% and the Catholics dropped from 17.1 to 15.6%.",
Q41,Greece,"The Greek Constitution recognises Eastern Orthodoxy as the 'prevailing' faith of the country, while guaranteeing freedom of religious belief for all. The government does not keep statistics on religious groups and censuses do not ask for religious affiliation. According to the U.S. State Department, an estimated 97% of Greek citizens identify themselves as Eastern Orthodox, belonging to the Greek Orthodox Church, which uses the Byzantine rite and the Greek language, the original language of the New Testament. The administration of the Greek territory is shared between the Church of Greece and the Patriarchate of Constantinople.

In a 2010 Eurostat–Eurobarometer poll, 79% of Greek citizens responded that they ""believe there is a God"". According to other sources, 16% of Greeks describe themselves as ""very religious"", which is the highest among all European countries. The survey found just 3.5% never attend a church, compared to 5% in Poland and 59% in the Czech Republic.
Estimates of the recognised Muslim minority of Greece, mostly located in Thrace, range around 100,000, about 1% of the population. Some of the Albanian immigrants to Greece come from a nominally Muslim background, though most are secular. Following the 1919–1922 Greco-Turkish War and the 1923 Treaty of Lausanne, Greece and Turkey agreed to a population transfer based on cultural and religious identity. About 500,000 Muslims from Greece, predominantly those defined as Turks, but also Greek Muslims, were exchanged with approximately 1.5&nbsp;million Greeks from Turkey. However, many refugees who settled in former Ottoman Muslim villages in Central Macedonia, and were defined as Christian Orthodox Caucasus Greeks, arrived from the former Russian Transcaucasus province of Kars Oblast, after it had been retroceded to Turkey prior to the population exchange.

Judaism has been present in Greece for more than 2,000 years.
The ancient community of Greek Jews is called Romaniotes, while the Sephardi Jews were once a prominent community in Thessaloniki, numbering some 80,000, or more than half of the population, by 1900. However, after the German occupation of Greece and the Holocaust, it is estimated to number around 5,500 people.

The Roman Catholic community is estimated to be around 250,000 of which 50,000 are Greek citizens. Their community is nominally separate from the smaller Greek Byzantine Catholic Church, which recognises the primacy of the Pope but maintains the liturgy of the Byzantine Rite.Leustean, Lucian N. (2014). ""Eastern Christianity and Politics in the Twenty-First Century: an Overview"" in Lucian N. Leustean (editor), Eastern Christianity and Politics in the Twenty-First Century, pp. 1–20. New York: Routledge. , pp 8–9. Old Calendarists account for 500,000 followers. Protestants, including the Greek Evangelical Church and Free Evangelical Churches, stand at about 30,000. Other Christian minorities, such as Assemblies of God, International Church of the Foursquare Gospel an",
Q223,Greenland,"The nomadic Inuit were traditionally shamanistic, with a well-developed Inuit religion primarily concerned with appeasing a vengeful and fingerless sea goddess called Sedna who controlled the success of the seal and whale hunts. The first Norse colonists worshipped the Norse gods, but Leif Erikson was converted to Christianity by King Olaf Trygvesson on a trip to Norway in 999 and sent missionaries back to Greenland. These swiftly established 16 parishes, some monasteries, and a bishopric at Garðar.

Rediscovering these colonists and spreading ideas of the Protestant Reformation among them was one of the primary reasons for the Danish recolonization in the 18th century. Under the patronage of the Royal Mission College in Copenhagen, Norwegian and Danish Lutherans and German Moravian missionaries searched for the missing Norse settlements, but no Norse were found, and instead they began preaching to the Inuit. The principal figures in the Christianization of Greenland were Hans and Poul Egede and Matthias Stach. The New Testament was translated piecemeal from the time of the first settlement on Kangeq Island, but the first translation of the whole Bible was not completed until 1900. An improved translation using the modern orthography was completed in 2000.

The majority of the population is Protestant Christianity, represented mainly by the Church of Denmark, which is Lutheran in orientation. The historically important Moravian Brothers (Herrnhuters) were a congregation of faith, in a Danish context based in Christiansfeld in South Jutland, and partially of German origin, but their name does not signify they were ethnic Moravians (Czechs). There are no official census data on religion in Greenland, but the Bishop of Greenland Sofie Petersen estimates that 85% of the Greenlandic population are members of her congregation. The Church of Denmark is the established church through the Constitution of Denmark. In 2025, 91% of Greenland's population are members of the church. This applied to 96% of the population born in Greenland, and to 53% of immigrants. A small Roman Catholic minority is pastorally served by the Roman Catholic Diocese of Copenhagen. There are still Christian missionaries on the island, but mainly from charismatic movements proselytising fellow Christians. A small Muslim community exists in Greenland but has no formal mosque or religious buildings.",
Q769,Grenada,"Figures are 2011 estimates
* Protestants 49.2%; includes
** Pentecostals 17.2%
** Seventh-day Adventists 13.2%
** Anglicans 8.5%
** Baptists 3.2%
** Church of God 2.4%
** Evangelicals 1.9%
** Methodists 1.6%
** Other 1.2%
* Catholics 36%
* None 5.7%
* Unspecified 1.3%
* Jehovah's Witnesses 1.2%
* Rastafari 1.2%
* Other (incl. Afro-American religions, Hinduism, Islam, and Judaism) 5.5%

In 2022, Grenada was awarded a score of four out of four for religious freedom by the Freedom House organization.Freedom House, ""Grenada: Freedom in the World 2022 Country Report"", retrieved 19 December 2023 .",
Q9022,Guadalajara,"== Culture ==

thumb|The [[Teatro Degollado, named after its builder, Santos Degollado, was built in 1855.]]

Guadalajara has a lively cultural life. The city exhibits works by international artists and is a must-see for international cultural events whose radius of influence reaches most of the countries of Latin America, including the southwestern United States.

Its historic center houses colonial buildings of a religious and civil character, which stand out for their architectural and historical significance, and constitute a rich mixture of styles whose root is found in indigenous cultural contributions (mainly of incorporated into the Mozarabic and the castilian), and later in modern European influences (mainly French and Italian). The historic center also has museums, theaters, galleries, libraries, auditoriums, and concert halls. Some of these buildings date from the sixteenth and seventeenth century, such as the Cathedral of the Archdiocese of Guadalajara, among others.

The city has several radio stations focused on culture, one of them being Red Radio University of Guadalajara (XHUG-F), which is transmitted to the rest of the state and neighboring states and internationally through the Internet; it is also the first broadcaster via podcast in the country.http://www.radio.udg.mx/start.htm.title-Radio https://web.archive.org/web/20070114041609/http://www.radio.udg.mx/start.htm-date-file-14 January 2007 The city produces a fully cultural television channel, XHGJG-TV; Guadalajara is the only city to produce a cultural cutting channel in the country in addition to the Mexico, D.F.A. in Mexico City.

thumb|Street in the historic center.

This city has been the cradle and dwelling of distinguished poets, writers, painters, actors, film directors and representatives of the arts, etc., such as José Clemente Orozco, Dr. Atl, Roberto Montenegro, Alejandro Zohn, Luis Barragán, Carlos Orozco Romero, Federico Fabregat, Raul Anguiano, Juan Soriano, Javier Campos Cabello, Martha Pacheco, Alejandro Colunga, José Fors, Juan Kraeppellin, Davis Birks, Carlos Vargas Pons, Jis, Trino, Erandini, Enrique Oroz, Rubén Méndez, Mauricio Toussaint, Scott Neri, Paula Santiago, Edgar Cobian, L. Felipe Manzano, and (the artist formerly known as Mevna); the freeplay guitarist and music composer for the movies El Mariachi and The Legend of Zorro, Paco Rentería; important exponents of literature such as Juan Rulfo, Francisco Rojas, Agustín Yáñez, Elías Nandino, Idella Purnell, Jorge Souza, among others; classic repertoire composers such as Gonzalo Curiel, José Pablo Moncayo, Antonio Navarro, Ricardo Zohn, Carlos Sánchez-Gutiérrez and Gabriel Pareyon; film directors such as Felipe Cazals, Jaime Humberto Hermosillo, Erik Stahl, Guillermo del Toro; and actors such as Katy Jurado, Enrique Alvarez Felix, and Gael García Bernal.

Guadalajara was the first Mexican city to be accepted as a member of the International Association of Educational Cities due to its strong character",
